gene,location,generation,valid,uniqID,size,jumpRate,jumpH1,copyRate,copyH1,copyDir
,0,0,TRUE,CKTR,1000,0.001,fixed,0.01,fixed,both
,0,0,TRUE,JDCG,1500,0.001,fixed,0.01,fixed,both
,0,0,TRUE,UGMS,2000,0.001,fixed,0.01,fixed,both
,0,0,TRUE,MQOP,500,1e-04,fixed,0.01,fixed,both
,0,0,TRUE,DKYO,1000,1e-04,fixed,0.01,fixed,both
,0,0,TRUE,LYLK,1500,1e-04,fixed,0.01,fixed,both
,0,0,TRUE,EYLE,2000,1e-04,fixed,0.01,fixed,both
,0,0,TRUE,SVUY,500,0,fixed,0.01,fixed,both
,0,0,TRUE,LNSG,1000,0,fixed,0.01,fixed,both
,0,0,TRUE,YNQQ,1500,0,fixed,0.01,fixed,both
,0,0,TRUE,FSZT,2000,0,fixed,0.01,fixed,both
,0,0,TRUE,AUIS,500,0.1,charlesworth,0.01,fixed,both
,0,0,TRUE,XYTX,1000,0.1,charlesworth,0.01,fixed,both
,0,0,TRUE,XHDQ,1500,0.1,charlesworth,0.01,fixed,both
,0,0,TRUE,FPRB,2000,0.1,charlesworth,0.01,fixed,both
,0,0,TRUE,AWZW,500,0.01,charlesworth,0.01,fixed,both
,0,0,TRUE,KFNW,1000,0.01,charlesworth,0.01,fixed,both
,0,0,TRUE,QNYQ,1500,0.01,charlesworth,0.01,fixed,both
,0,0,TRUE,RTQM,2000,0.01,charlesworth,0.01,fixed,both
,0,0,TRUE,TKWF,500,0.001,charlesworth,0.01,fixed,both
,0,0,TRUE,NQHJ,1000,0.001,charlesworth,0.01,fixed,both
,0,0,TRUE,DGOA,1500,0.001,charlesworth,0.01,fixed,both
,0,0,TRUE,YREV,2000,0.001,charlesworth,0.01,fixed,both
,0,0,TRUE,COJW,500,1e-04,charlesworth,0.01,fixed,both
,0,0,TRUE,LYHZ,1000,1e-04,charlesworth,0.01,fixed,both
,0,0,TRUE,INVL,1500,1e-04,charlesworth,0.01,fixed,both
,0,0,TRUE,BSCP,2000,1e-04,charlesworth,0.01,fixed,both
,0,0,TRUE,TXQI,500,0,charlesworth,0.01,fixed,both
,0,0,TRUE,SDYL,1000,0,charlesworth,0.01,fixed,both
,0,0,TRUE,CSRY,1500,0,charlesworth,0.01,fixed,both
,0,0,TRUE,VZWF,2000,0,charlesworth,0.01,fixed,both
,0,0,TRUE,XFOQ,500,0.1,evolving,0.01,fixed,both
,0,0,TRUE,DDVX,1000,0.1,evolving,0.01,fixed,both
,0,0,TRUE,FMCU,1500,0.1,evolving,0.01,fixed,both
,0,0,TRUE,MTYM,2000,0.1,evolving,0.01,fixed,both
,0,0,TRUE,MSER,500,0.01,evolving,0.01,fixed,both
,0,0,TRUE,BKPH,1000,0.01,evolving,0.01,fixed,both
,0,0,TRUE,WTBV,1500,0.01,evolving,0.01,fixed,both
,0,0,TRUE,HDYF,2000,0.01,evolving,0.01,fixed,both
,0,0,TRUE,OJWH,500,0.001,evolving,0.01,fixed,both
,0,0,TRUE,DVUO,1000,0.001,evolving,0.01,fixed,both
,0,0,TRUE,NNIB,1500,0.001,evolving,0.01,fixed,both
,0,0,TRUE,UDVS,2000,0.001,evolving,0.01,fixed,both
,0,0,TRUE,UCRY,500,1e-04,evolving,0.01,fixed,both
,0,0,TRUE,IDIN,1000,1e-04,evolving,0.01,fixed,both
,0,0,TRUE,EDGM,1500,1e-04,evolving,0.01,fixed,both
,0,0,TRUE,SYVP,2000,1e-04,evolving,0.01,fixed,both
,0,0,TRUE,XKCP,500,0,evolving,0.01,fixed,both
,0,0,TRUE,DQXO,1000,0,evolving,0.01,fixed,both
,0,0,TRUE,BKCP,1500,0,evolving,0.01,fixed,both
,0,0,TRUE,BVCY,2000,0,evolving,0.01,fixed,both
,0,0,TRUE,BTES,500,0.1,fixed,0.001,fixed,both
,0,0,TRUE,GLCB,1000,0.1,fixed,0.001,fixed,both
,0,0,TRUE,ZMPB,1500,0.1,fixed,0.001,fixed,both
,0,0,TRUE,JCGU,2000,0.1,fixed,0.001,fixed,both
,0,0,TRUE,PJOV,500,0.01,fixed,0.001,fixed,both
,0,0,TRUE,YJXI,1000,0.01,fixed,0.001,fixed,both
,0,0,TRUE,MXXD,1500,0.01,fixed,0.001,fixed,both
,0,0,TRUE,WASV,2000,0.01,fixed,0.001,fixed,both
,0,0,TRUE,RVFN,500,0.001,fixed,0.001,fixed,both
,0,0,TRUE,TWYY,1000,0.001,fixed,0.001,fixed,both
,0,0,TRUE,IQNI,1500,0.001,fixed,0.001,fixed,both
,0,0,TRUE,KNYQ,2000,0.001,fixed,0.001,fixed,both
,0,0,TRUE,XNIM,500,1e-04,fixed,0.001,fixed,both
,0,0,TRUE,QLZL,1000,1e-04,fixed,0.001,fixed,both
,0,0,TRUE,SCBR,1500,1e-04,fixed,0.001,fixed,both
,0,0,TRUE,DCOH,2000,1e-04,fixed,0.001,fixed,both
,0,0,TRUE,RPBU,500,0,fixed,0.001,fixed,both
,0,0,TRUE,GRZM,1000,0,fixed,0.001,fixed,both
,0,0,TRUE,EZAM,1500,0,fixed,0.001,fixed,both
,0,0,TRUE,AKMV,2000,0,fixed,0.001,fixed,both
,0,0,TRUE,DXAM,500,0.1,charlesworth,0.001,fixed,both
,0,0,TRUE,DEFB,1000,0.1,charlesworth,0.001,fixed,both
,0,0,TRUE,KEUF,1500,0.1,charlesworth,0.001,fixed,both
,0,0,TRUE,SYBM,2000,0.1,charlesworth,0.001,fixed,both
,0,0,TRUE,WPAX,500,0.01,charlesworth,0.001,fixed,both
,0,0,TRUE,RYOO,1000,0.01,charlesworth,0.001,fixed,both
,0,0,TRUE,RTGZ,1500,0.01,charlesworth,0.001,fixed,both
,0,0,TRUE,OCBD,2000,0.01,charlesworth,0.001,fixed,both
,0,0,TRUE,ZWGD,500,0.001,charlesworth,0.001,fixed,both
,0,0,TRUE,SNWD,1000,0.001,charlesworth,0.001,fixed,both
,0,0,TRUE,BDLS,1500,0.001,charlesworth,0.001,fixed,both
,0,0,TRUE,WQLO,2000,0.001,charlesworth,0.001,fixed,both
,0,0,TRUE,CHZB,500,1e-04,charlesworth,0.001,fixed,both
,0,0,TRUE,OTIU,1000,1e-04,charlesworth,0.001,fixed,both
,0,0,TRUE,TPTE,1500,1e-04,charlesworth,0.001,fixed,both
,0,0,TRUE,QWPQ,2000,1e-04,charlesworth,0.001,fixed,both
,0,0,TRUE,VUXH,500,0,charlesworth,0.001,fixed,both
,0,0,TRUE,EXLV,1000,0,charlesworth,0.001,fixed,both
,0,0,TRUE,EMGN,1500,0,charlesworth,0.001,fixed,both
,0,0,TRUE,VFXD,2000,0,charlesworth,0.001,fixed,both
,0,0,TRUE,YMZM,500,0.1,evolving,0.001,fixed,both
,0,0,TRUE,TWDI,1000,0.1,evolving,0.001,fixed,both
,0,0,TRUE,TOUK,1500,0.1,evolving,0.001,fixed,both
,0,0,TRUE,YWKV,2000,0.1,evolving,0.001,fixed,both
,0,0,TRUE,BUKJ,500,0.01,evolving,0.001,fixed,both
,0,0,TRUE,ZMNH,1000,0.01,evolving,0.001,fixed,both
,0,0,TRUE,VAOF,1500,0.01,evolving,0.001,fixed,both
,0,0,TRUE,NEXU,2000,0.01,evolving,0.001,fixed,both
,0,0,TRUE,SNTN,500,0.001,evolving,0.001,fixed,both
,0,0,TRUE,QKZO,1000,0.001,evolving,0.001,fixed,both
,0,0,TRUE,PBGT,1500,0.001,evolving,0.001,fixed,both
,0,0,TRUE,QAOQ,2000,0.001,evolving,0.001,fixed,both
,0,0,TRUE,WUAZ,500,1e-04,evolving,0.001,fixed,both
,0,0,TRUE,RLTG,1000,1e-04,evolving,0.001,fixed,both
,0,0,TRUE,TUJY,1500,1e-04,evolving,0.001,fixed,both
,0,0,TRUE,DWKN,2000,1e-04,evolving,0.001,fixed,both
,0,0,TRUE,MPQX,500,0,evolving,0.001,fixed,both
,0,0,TRUE,ZJVA,1000,0,evolving,0.001,fixed,both
,0,0,TRUE,SMPE,1500,0,evolving,0.001,fixed,both
,0,0,TRUE,OIUK,2000,0,evolving,0.001,fixed,both
,0,0,TRUE,LRHD,500,0.1,fixed,1e-04,fixed,both
,0,0,TRUE,EKLJ,1000,0.1,fixed,1e-04,fixed,both
,0,0,TRUE,BUZS,1500,0.1,fixed,1e-04,fixed,both
,0,0,TRUE,AERF,2000,0.1,fixed,1e-04,fixed,both
,0,0,TRUE,WMSY,500,0.01,fixed,1e-04,fixed,both
,0,0,TRUE,IZAX,1000,0.01,fixed,1e-04,fixed,both
,0,0,TRUE,YIHG,1500,0.01,fixed,1e-04,fixed,both
,0,0,TRUE,BXUO,2000,0.01,fixed,1e-04,fixed,both
,0,0,TRUE,FZBX,500,0.001,fixed,1e-04,fixed,both
,0,0,TRUE,PHRW,1000,0.001,fixed,1e-04,fixed,both
,0,0,TRUE,WJKW,1500,0.001,fixed,1e-04,fixed,both
,0,0,TRUE,YUYJ,2000,0.001,fixed,1e-04,fixed,both
,0,0,TRUE,QOBT,500,1e-04,fixed,1e-04,fixed,both
,0,0,TRUE,EZCZ,1000,1e-04,fixed,1e-04,fixed,both
,0,0,TRUE,RDFY,1500,1e-04,fixed,1e-04,fixed,both
,0,0,TRUE,MQIU,2000,1e-04,fixed,1e-04,fixed,both
,0,0,TRUE,LANB,500,0,fixed,1e-04,fixed,both
,0,0,TRUE,TDJH,1000,0,fixed,1e-04,fixed,both
,0,0,TRUE,AAFN,1500,0,fixed,1e-04,fixed,both
,0,0,TRUE,KZPR,2000,0,fixed,1e-04,fixed,both
,0,0,TRUE,ILYB,500,0.1,charlesworth,1e-04,fixed,both
,0,0,TRUE,VBYR,1000,0.1,charlesworth,1e-04,fixed,both
,0,0,TRUE,PDZO,1500,0.1,charlesworth,1e-04,fixed,both
,0,0,TRUE,APJJ,2000,0.1,charlesworth,1e-04,fixed,both
,0,0,TRUE,CWLO,500,0.01,charlesworth,1e-04,fixed,both
,0,0,TRUE,DHBT,1000,0.01,charlesworth,1e-04,fixed,both
,0,0,TRUE,QMSE,1500,0.01,charlesworth,1e-04,fixed,both
,0,0,TRUE,DZYH,2000,0.01,charlesworth,1e-04,fixed,both
,0,0,TRUE,UUCI,500,0.001,charlesworth,1e-04,fixed,both
,0,0,TRUE,SMGI,1000,0.001,charlesworth,1e-04,fixed,both
,0,0,TRUE,TMAK,1500,0.001,charlesworth,1e-04,fixed,both
,0,0,TRUE,EJEM,2000,0.001,charlesworth,1e-04,fixed,both
,0,0,TRUE,GTAY,500,1e-04,charlesworth,1e-04,fixed,both
,0,0,TRUE,GCLO,1000,1e-04,charlesworth,1e-04,fixed,both
,0,0,TRUE,CPFX,1500,1e-04,charlesworth,1e-04,fixed,both
,0,0,TRUE,PQMC,2000,1e-04,charlesworth,1e-04,fixed,both
,0,0,TRUE,JDGF,500,0,charlesworth,1e-04,fixed,both
,0,0,TRUE,VFQW,1000,0,charlesworth,1e-04,fixed,both
,0,0,TRUE,FJDE,1500,0,charlesworth,1e-04,fixed,both
,0,0,TRUE,XQMH,2000,0,charlesworth,1e-04,fixed,both
,0,0,TRUE,WMBL,500,0.1,evolving,1e-04,fixed,both
,0,0,TRUE,MBZB,1000,0.1,evolving,1e-04,fixed,both
,0,0,TRUE,PBOE,1500,0.1,evolving,1e-04,fixed,both
,0,0,TRUE,WDGL,2000,0.1,evolving,1e-04,fixed,both
,0,0,TRUE,TOLH,500,0.01,evolving,1e-04,fixed,both
,0,0,TRUE,PJTI,1000,0.01,evolving,1e-04,fixed,both
,0,0,TRUE,MMOF,1500,0.01,evolving,1e-04,fixed,both
,0,0,TRUE,MLFP,2000,0.01,evolving,1e-04,fixed,both
,0,0,TRUE,TCPB,500,0.001,evolving,1e-04,fixed,both
,0,0,TRUE,GQYV,1000,0.001,evolving,1e-04,fixed,both
,0,0,TRUE,LZYR,1500,0.001,evolving,1e-04,fixed,both
,0,0,TRUE,RQAX,2000,0.001,evolving,1e-04,fixed,both
,0,0,TRUE,YICX,500,1e-04,evolving,1e-04,fixed,both
,0,0,TRUE,WDAG,1000,1e-04,evolving,1e-04,fixed,both
,0,0,TRUE,RHTN,1500,1e-04,evolving,1e-04,fixed,both
,0,0,TRUE,XBOH,2000,1e-04,evolving,1e-04,fixed,both
,0,0,TRUE,UBCU,500,0,evolving,1e-04,fixed,both
,0,0,TRUE,EYUI,1000,0,evolving,1e-04,fixed,both
,0,0,TRUE,MZXR,1500,0,evolving,1e-04,fixed,both
,0,0,TRUE,AIQQ,2000,0,evolving,1e-04,fixed,both
,0,0,TRUE,WCHL,500,0.1,fixed,0,fixed,both
,0,0,TRUE,XEUS,1000,0.1,fixed,0,fixed,both
,0,0,TRUE,UAGO,1500,0.1,fixed,0,fixed,both
,0,0,TRUE,OOKS,2000,0.1,fixed,0,fixed,both
,0,0,TRUE,ILCL,500,0.01,fixed,0,fixed,both
,0,0,TRUE,HRAF,1000,0.01,fixed,0,fixed,both
,0,0,TRUE,MFQU,1500,0.01,fixed,0,fixed,both
,0,0,TRUE,LRVL,2000,0.01,fixed,0,fixed,both
,0,0,TRUE,XTDF,500,0.001,fixed,0,fixed,both
,0,0,TRUE,ABKP,1000,0.001,fixed,0,fixed,both
,0,0,TRUE,CQGE,1500,0.001,fixed,0,fixed,both
,0,0,TRUE,JEDX,2000,0.001,fixed,0,fixed,both
,0,0,TRUE,SLDG,500,1e-04,fixed,0,fixed,both
,0,0,TRUE,EOWD,1000,1e-04,fixed,0,fixed,both
,0,0,TRUE,JWOH,1500,1e-04,fixed,0,fixed,both
,0,0,TRUE,AWBW,2000,1e-04,fixed,0,fixed,both
,0,0,TRUE,BPOA,500,0,fixed,0,fixed,both
,0,0,TRUE,RVUW,1000,0,fixed,0,fixed,both
,0,0,TRUE,JYCD,1500,0,fixed,0,fixed,both
,0,0,TRUE,XKPV,2000,0,fixed,0,fixed,both
,0,0,TRUE,TCGO,500,0.1,charlesworth,0,fixed,both
,0,0,TRUE,EJZV,1000,0.1,charlesworth,0,fixed,both
,0,0,TRUE,GWLT,1500,0.1,charlesworth,0,fixed,both
,0,0,TRUE,KUUI,2000,0.1,charlesworth,0,fixed,both
,0,0,TRUE,GFDW,500,0.01,charlesworth,0,fixed,both
,0,0,TRUE,YBEY,1000,0.01,charlesworth,0,fixed,both
,0,0,TRUE,OCSG,1500,0.01,charlesworth,0,fixed,both
,0,0,TRUE,JVPU,2000,0.01,charlesworth,0,fixed,both
,0,0,TRUE,LOMF,500,0.001,charlesworth,0,fixed,both
,0,0,TRUE,BVKE,1000,0.001,charlesworth,0,fixed,both
,0,0,TRUE,HCLE,1500,0.001,charlesworth,0,fixed,both
,0,0,TRUE,MEMP,2000,0.001,charlesworth,0,fixed,both
,0,0,TRUE,BPUT,500,1e-04,charlesworth,0,fixed,both
,0,0,TRUE,ANTY,1000,1e-04,charlesworth,0,fixed,both
,0,0,TRUE,NHRG,1500,1e-04,charlesworth,0,fixed,both
,0,0,TRUE,MUKP,2000,1e-04,charlesworth,0,fixed,both
,0,0,TRUE,OYZE,500,0,charlesworth,0,fixed,both
,0,0,TRUE,VSYU,1000,0,charlesworth,0,fixed,both
,0,0,TRUE,UTBB,1500,0,charlesworth,0,fixed,both
,0,0,TRUE,VKLD,2000,0,charlesworth,0,fixed,both
,0,0,TRUE,RWXC,500,0.1,evolving,0,fixed,both
,0,0,TRUE,CYNR,1000,0.1,evolving,0,fixed,both
,0,0,TRUE,BXEM,1500,0.1,evolving,0,fixed,both
,0,0,TRUE,VQPF,2000,0.1,evolving,0,fixed,both
,0,0,TRUE,YOIO,500,0.01,evolving,0,fixed,both
,0,0,TRUE,QDCR,1000,0.01,evolving,0,fixed,both
,0,0,TRUE,RHAP,1500,0.01,evolving,0,fixed,both
,0,0,TRUE,JAFQ,2000,0.01,evolving,0,fixed,both
,0,0,TRUE,FDLS,500,0.001,evolving,0,fixed,both
,0,0,TRUE,VGEV,1000,0.001,evolving,0,fixed,both
,0,0,TRUE,AXDD,1500,0.001,evolving,0,fixed,both
,0,0,TRUE,XYTY,2000,0.001,evolving,0,fixed,both
,0,0,TRUE,BSJS,500,1e-04,evolving,0,fixed,both
,0,0,TRUE,CEHG,1000,1e-04,evolving,0,fixed,both
,0,0,TRUE,EUZP,1500,1e-04,evolving,0,fixed,both
,0,0,TRUE,LMCP,2000,1e-04,evolving,0,fixed,both
,0,0,TRUE,VTVA,500,0,evolving,0,fixed,both
,0,0,TRUE,OUGH,1000,0,evolving,0,fixed,both
,0,0,TRUE,JMNN,1500,0,evolving,0,fixed,both
,0,0,TRUE,BAXE,2000,0,evolving,0,fixed,both
,0,0,TRUE,ZEDP,500,0.1,fixed,0.1,charlesworth,both
,0,0,TRUE,EOVU,1000,0.1,fixed,0.1,charlesworth,both
,0,0,TRUE,VLLO,1500,0.1,fixed,0.1,charlesworth,both
,0,0,TRUE,SMMN,2000,0.1,fixed,0.1,charlesworth,both
,0,0,TRUE,WGYH,500,0.01,fixed,0.1,charlesworth,both
,0,0,TRUE,DOHQ,1000,0.01,fixed,0.1,charlesworth,both
,0,0,TRUE,LZFK,1500,0.01,fixed,0.1,charlesworth,both
,0,0,TRUE,NFAO,2000,0.01,fixed,0.1,charlesworth,both
,0,0,TRUE,ARKW,500,0.001,fixed,0.1,charlesworth,both
,0,0,TRUE,DJXS,1000,0.001,fixed,0.1,charlesworth,both
,0,0,TRUE,KHBQ,1500,0.001,fixed,0.1,charlesworth,both
,0,0,TRUE,JIWL,2000,0.001,fixed,0.1,charlesworth,both
,0,0,TRUE,EOXH,500,1e-04,fixed,0.1,charlesworth,both
,0,0,TRUE,OVXP,1000,1e-04,fixed,0.1,charlesworth,both
,0,0,TRUE,QKHK,1500,1e-04,fixed,0.1,charlesworth,both
,0,0,TRUE,NOLT,2000,1e-04,fixed,0.1,charlesworth,both
,0,0,TRUE,TALR,500,0,fixed,0.1,charlesworth,both
,0,0,TRUE,LYJL,1000,0,fixed,0.1,charlesworth,both
,0,0,TRUE,DCAQ,1500,0,fixed,0.1,charlesworth,both
,0,0,TRUE,SEVC,2000,0,fixed,0.1,charlesworth,both
,0,0,TRUE,OZUC,500,0.1,charlesworth,0.1,charlesworth,both
,0,0,TRUE,UZGI,1000,0.1,charlesworth,0.1,charlesworth,both
,0,0,TRUE,WVPV,1500,0.1,charlesworth,0.1,charlesworth,both
,0,0,TRUE,IVIS,2000,0.1,charlesworth,0.1,charlesworth,both
,0,0,TRUE,GIZD,500,0.01,charlesworth,0.1,charlesworth,both
,0,0,TRUE,EGIS,1000,0.01,charlesworth,0.1,charlesworth,both
,0,0,TRUE,SNHL,1500,0.01,charlesworth,0.1,charlesworth,both
,0,0,TRUE,PKXS,2000,0.01,charlesworth,0.1,charlesworth,both
,0,0,TRUE,ZRNO,500,0.001,charlesworth,0.1,charlesworth,both
,0,0,TRUE,HQFI,1000,0.001,charlesworth,0.1,charlesworth,both
,0,0,TRUE,PHTC,1500,0.001,charlesworth,0.1,charlesworth,both
,0,0,TRUE,OQTO,2000,0.001,charlesworth,0.1,charlesworth,both
,0,0,TRUE,KSOI,500,1e-04,charlesworth,0.1,charlesworth,both
,0,0,TRUE,EGTM,1000,1e-04,charlesworth,0.1,charlesworth,both
,0,0,TRUE,CEUW,1500,1e-04,charlesworth,0.1,charlesworth,both
,0,0,TRUE,JDAQ,2000,1e-04,charlesworth,0.1,charlesworth,both
,0,0,TRUE,RZXJ,500,0,charlesworth,0.1,charlesworth,both
,0,0,TRUE,QLBU,1000,0,charlesworth,0.1,charlesworth,both
,0,0,TRUE,VCVC,1500,0,charlesworth,0.1,charlesworth,both
,0,0,TRUE,CXEL,2000,0,charlesworth,0.1,charlesworth,both
,0,0,TRUE,IEPR,500,0.1,evolving,0.1,charlesworth,both
,0,0,TRUE,DJQD,1000,0.1,evolving,0.1,charlesworth,both
,0,0,TRUE,YCGT,1500,0.1,evolving,0.1,charlesworth,both
,0,0,TRUE,OXAB,2000,0.1,evolving,0.1,charlesworth,both
,0,0,TRUE,SFCT,500,0.01,evolving,0.1,charlesworth,both
,0,0,TRUE,PVUC,1000,0.01,evolving,0.1,charlesworth,both
,0,0,TRUE,HQXI,1500,0.01,evolving,0.1,charlesworth,both
,0,0,TRUE,JRBM,2000,0.01,evolving,0.1,charlesworth,both
,0,0,TRUE,EDXZ,500,0.001,evolving,0.1,charlesworth,both
,0,0,TRUE,SIRM,1000,0.001,evolving,0.1,charlesworth,both
,0,0,TRUE,ALNA,1500,0.001,evolving,0.1,charlesworth,both
,0,0,TRUE,KKAT,2000,0.001,evolving,0.1,charlesworth,both
,0,0,TRUE,CSLT,500,1e-04,evolving,0.1,charlesworth,both
,0,0,TRUE,RFDE,1000,1e-04,evolving,0.1,charlesworth,both
,0,0,TRUE,XILJ,1500,1e-04,evolving,0.1,charlesworth,both
,0,0,TRUE,MXUS,2000,1e-04,evolving,0.1,charlesworth,both
,0,0,TRUE,PGBY,500,0,evolving,0.1,charlesworth,both
,0,0,TRUE,FJNT,1000,0,evolving,0.1,charlesworth,both
,0,0,TRUE,DLMM,1500,0,evolving,0.1,charlesworth,both
,0,0,TRUE,VRXC,2000,0,evolving,0.1,charlesworth,both
,0,0,TRUE,WRNQ,500,0.1,fixed,0.01,charlesworth,both
,0,0,TRUE,TYUB,1000,0.1,fixed,0.01,charlesworth,both
,0,0,TRUE,JRPO,1500,0.1,fixed,0.01,charlesworth,both
,0,0,TRUE,YNUC,2000,0.1,fixed,0.01,charlesworth,both
,0,0,TRUE,UWTL,500,0.01,fixed,0.01,charlesworth,both
,0,0,TRUE,NRMD,1000,0.01,fixed,0.01,charlesworth,both
,0,0,TRUE,KRBT,1500,0.01,fixed,0.01,charlesworth,both
,0,0,TRUE,GQBE,2000,0.01,fixed,0.01,charlesworth,both
,0,0,TRUE,ITIQ,500,0.001,fixed,0.01,charlesworth,both
,0,0,TRUE,AEUI,1000,0.001,fixed,0.01,charlesworth,both
,0,0,TRUE,CAPE,1500,0.001,fixed,0.01,charlesworth,both
,0,0,TRUE,ZPJN,2000,0.001,fixed,0.01,charlesworth,both
,0,0,TRUE,BNSP,500,1e-04,fixed,0.01,charlesworth,both
,0,0,TRUE,QYYN,1000,1e-04,fixed,0.01,charlesworth,both
,0,0,TRUE,GTXO,1500,1e-04,fixed,0.01,charlesworth,both
,0,0,TRUE,JREO,2000,1e-04,fixed,0.01,charlesworth,both
,0,0,TRUE,BEGM,500,0,fixed,0.01,charlesworth,both
,0,0,TRUE,BPDW,1000,0,fixed,0.01,charlesworth,both
,0,0,TRUE,ZDTS,1500,0,fixed,0.01,charlesworth,both
,0,0,TRUE,VDZP,2000,0,fixed,0.01,charlesworth,both
